211	0	1590
211	1	116
211	2	116
211	3	1593
211	4	1589
211	5	640
211	6	119
211	7	8
212	0	1590
212	1	116
212	2	116
212	3	1593
212	4	1589
212	5	640
212	6	119
212	7	8
213	0	1590
213	1	116
213	2	116
213	3	1593
213	4	1589
213	5	640
213	6	119
213	7	8
214	0	1590
214	1	116
214	2	116
214	3	1593
214	4	1589
214	5	640
214	6	119
214	7	8
215	0	1590
215	1	159
215	2	159
215	3	1593
215	4	1589
215	5	640
215	6	119
215	7	9
216	0	1589
216	1	159
216	2	159
216	3	1592
216	4	1589
216	5	640
216	6	119
216	7	9
217	0	1589
217	1	159
217	2	159
217	3	1592
217	4	1589
217	5	640
217	6	119
217	7	9
218	0	1589
218	1	159
218	2	159
218	3	1592
218	4	1589
218	5	640
218	6	119
218	7	9
219	0	1589
219	1	159
219	2	159
219	3	1592
219	4	1589
219	5	640
219	6	119
219	7	9
220	0	1589
220	1	159
220	2	159
220	3	1592
220	4	1589
220	5	640
220	6	119
220	7	10
221	0	1589
221	1	159
221	2	159
221	3	1591
221	4	1589
221	5	640
221	6	119
221	7	10
222	0	1589
222	1	159
222	2	159
222	3	1591
222	4	1589
222	5	640
222	6	119
222	7	10
223	0	1589
223	1	159
223	2	159
223	3	1591
223	4	1589
223	5	640
223	6	119
223	7	10
224	0	1589
224	1	159
224	2	159
224	3	1591
224	4	1589
224	5	640
224	6	119
224	7	10
225	0	1589
225	1	159
225	2	159
225	3	1591
225	4	1589
225	5	640
225	6	119
225	7	10
226	0	1589
226	1	159
226	2	159
226	3	1591
226	4	1589
226	5	640
226	6	119
226	7	10
227	0	1589
227	1	159
227	2	159
227	3	1591
227	4	1589
227	5	640
227	6	119
227	7	10
228	0	1589
228	1	159
228	2	159
228	3	1591
228	4	1589
228	5	640
228	6	119
228	7	12
229	0	1589
229	1	159
229	2	159
229	3	1591
229	4	1589
229	5	640
229	6	119
229	7	12
230	0	1589
230	1	159
230	2	159
230	3	1591
230	4	1589
230	5	640
230	6	119
230	7	12
231	0	1589
231	1	159
231	2	159
231	3	1591
231	4	1589
231	5	640
231	6	119
231	7	12
232	0	1589
232	1	158
232	2	158
232	3	1591
232	4	1589
232	5	640
232	6	119
232	7	12
233	0	1589
233	1	158
233	2	158
233	3	1591
233	4	1589
233	5	640
233	6	119
233	7	12
234	0	1589
234	1	158
234	2	158
234	3	1591
234	4	1589
234	5	640
234	6	119
234	7	12
235	0	1589
235	1	158
235	2	158
235	3	1591
235	4	1589
235	5	640
235	6	119
235	7	12
236	0	1589
236	1	158
236	2	158
236	3	1591
236	4	1589
236	5	640
236	6	119
236	7	12
237	0	1589
237	1	158
237	2	158
237	3	1591
237	4	1589
237	5	640
237	6	119
237	7	12
238	0	1589
238	1	158
238	2	158
238	3	1591
238	4	1589
238	5	640
238	6	116
238	7	13
239	0	1589
239	1	158
239	2	158
239	3	1591
239	4	1589
239	5	640
239	6	116
239	7	13
240	0	1589
240	1	158
240	2	158
240	3	1591
240	4	1588
240	5	640
240	6	116
240	7	13
241	0	1589
241	1	158
241	2	158
241	3	1591
241	4	1588
241	5	640
241	6	116
241	7	13
242	0	1589
242	1	158
242	2	158
242	3	1591
242	4	1588
242	5	640
242	6	116
242	7	13
243	0	1589
243	1	157
243	2	157
243	3	1591
243	4	1588
243	5	640
243	6	159
243	7	13
244	0	1589
244	1	157
244	2	157
244	3	1591
244	4	1588
244	5	640
244	6	159
244	7	13
245	0	1589
245	1	157
245	2	157
245	3	1591
245	4	1588
245	5	640
245	6	159
245	7	13
246	0	1589
246	1	157
246	2	157
246	3	1591
246	4	1588
246	5	640
246	6	159
246	7	13
247	0	1589
247	1	157
247	2	157
247	3	1590
247	4	1588
247	5	640
247	6	159
247	7	13
248	0	1589
248	1	157
248	2	157
248	3	1590
248	4	1588
248	5	640
248	6	159
248	7	14
249	0	1589
249	1	157
249	2	157
249	3	1590
249	4	1588
249	5	640
249	6	159
249	7	14
250	0	1589
250	1	157
250	2	1
250	3	1590
250	4	1588
250	5	640
250	6	159
250	7	13
251	0	1589
251	1	157
251	2	157
251	3	1590
251	4	1588
251	5	640
251	6	159
251	7	13
252	0	1589
252	1	157
252	2	157
252	3	1590
252	4	1588
252	5	640
252	6	159
252	7	13
253	0	1589
253	1	157
253	2	1
253	3	1590
253	4	1588
253	5	640
253	6	159
253	7	13
254	0	1589
254	1	157
254	2	157
254	3	1590
254	4	1588
254	5	640
254	6	159
254	7	13
255	0	1589
255	1	157
255	2	157
255	3	1591
255	4	1588
255	5	640
255	6	159
255	7	13
256	0	1589
256	1	157
256	2	1
256	3	1591
256	4	1588
256	5	640
256	6	159
256	7	13
257	0	1589
257	1	158
257	2	1
257	3	1591
257	4	1588
257	5	640
257	6	159
257	7	12
258	0	1589
258	1	158
258	2	1
258	3	1591
258	4	1588
258	5	640
258	6	159
258	7	12
259	0	1589
259	1	158
259	2	1
259	3	1591
259	4	1588
259	5	640
259	6	159
259	7	12
260	0	1589
260	1	158
260	2	1
260	3	1591
260	4	1588
260	5	640
260	6	159
260	7	11
261	0	1589
261	1	158
261	2	1
261	3	1591
261	4	1588
261	5	640
261	6	159
261	7	11
262	0	1589
262	1	158
262	2	1
262	3	1591
262	4	1588
262	5	640
262	6	159
262	7	10
263	0	1589
263	1	158
263	2	1
263	3	1591
263	4	1588
263	5	640
263	6	159
263	7	10
264	0	1589
264	1	158
264	2	1
264	3	1591
264	4	1588
264	5	640
264	6	159
264	7	10
265	0	1589
265	1	158
265	2	1
265	3	1591
265	4	1588
265	5	640
265	6	159
265	7	10
266	0	1589
266	1	158
266	2	1
266	3	1591
266	4	1588
266	5	640
266	6	159
266	7	9
267	0	1589
267	1	199
267	2	1
267	3	1591
267	4	1588
267	5	640
267	6	159
267	7	9
268	0	1589
268	1	199
268	2	1
268	3	1591
268	4	1588
268	5	640
268	6	159
268	7	9
269	0	1589
269	1	199
269	2	1
269	3	1591
269	4	1588
269	5	640
269	6	159
269	7	9
270	0	1589
270	1	199
270	2	1
270	3	1591
270	4	1588
270	5	640
270	6	159
270	7	3
271	0	1588
271	1	199
271	2	1
271	3	1590
271	4	1588
271	5	640
271	6	159
271	7	3
272	0	1588
272	1	199
272	2	1
272	3	1590
272	4	1588
272	5	640
